entity_id,ontology_id,ontology_label,label,description,conceptual_layers,agent_layers,properties_json
ps.algo.fusion.poi.geohash_neighbor_match.v1.name_similarity_threshold,parameter_spec,参数规范,Name Similarity Threshold,FusionCode parameter `name_similarity_threshold` for algo.fusion.poi.geohash_neighbor_match.v1. 默认值为 0.75，类型为 float；最小值 0.0，最大值 1.0。,data_algorithm_task_capability,validation_policy,"{""algo_id"": ""algo.fusion.poi.geohash_neighbor_match.v1"", ""choices"": null, ""conditional_defaults"": [], ""default"": 0.75, ""default_provenance"": {}, ""description"": ""FusionCode parameter `name_similarity_threshold` for algo.fusion.poi.geohash_neighbor_match.v1."", ""key"": ""name_similarity_threshold"", ""label"": ""Name Similarity Threshold"", ""max_value"": 1.0, ""min_value"": 0.0, ""optimization_tags"": [""name""], ""order"": 20, ""param_type"": ""float"", ""required"": false, ""spec_id"": ""ps.algo.fusion.poi.geohash_neighbor_match.v1.name_similarity_threshold"", ""tunable"": true, ""unit"": ""ratio""}"
ps.algo.fusion.poi.geohash_neighbor_match.v1.neighbor_rings,parameter_spec,参数规范,Neighbor Rings,FusionCode parameter `neighbor_rings` for algo.fusion.poi.geohash_neighbor_match.v1. 默认值为 1，类型为 int；最小值 0.0。,data_algorithm_task_capability,validation_policy,"{""algo_id"": ""algo.fusion.poi.geohash_neighbor_match.v1"", ""choices"": null, ""conditional_defaults"": [], ""default"": 1, ""default_provenance"": {}, ""description"": ""FusionCode parameter `neighbor_rings` for algo.fusion.poi.geohash_neighbor_match.v1."", ""key"": ""neighbor_rings"", ""label"": ""Neighbor Rings"", ""max_value"": null, ""min_value"": 0.0, ""optimization_tags"": [""geohash""], ""order"": 10, ""param_type"": ""int"", ""required"": false, ""spec_id"": ""ps.algo.fusion.poi.geohash_neighbor_match.v1.neighbor_rings"", ""tunable"": true, ""unit"": null}"
ps.algo.fusion.road.conflation.v7.angle_threshold,parameter_spec,参数规范,Angle Threshold,FusionCode parameter `angle_threshold` for algo.fusion.road.conflation.v7. 默认值为 135，类型为 int；最小值 0.0，最大值 180.0。,data_algorithm_task_capability,validation_policy,"{""algo_id"": ""algo.fusion.road.conflation.v7"", ""choices"": null, ""conditional_defaults"": [], ""default"": 135, ""default_provenance"": {}, ""description"": ""FusionCode parameter `angle_threshold` for algo.fusion.road.conflation.v7."", ""key"": ""angle_threshold"", ""label"": ""Angle Threshold"", ""max_value"": 180.0, ""min_value"": 0.0, ""optimization_tags"": [""line""], ""order"": 20, ""param_type"": ""int"", ""required"": false, ""spec_id"": ""ps.algo.fusion.road.conflation.v7.angle_threshold"", ""tunable"": true, ""unit"": ""degree""}"
ps.algo.fusion.road.conflation.v7.cleanup_mode,parameter_spec,参数规范,Cleanup Mode,FusionCode parameter `cleanup_mode` for algo.fusion.road.conflation.v7. 默认值为 'quality'，类型为 string。,data_algorithm_task_capability,validation_policy,"{""algo_id"": ""algo.fusion.road.conflation.v7"", ""choices"": null, ""conditional_defaults"": [], ""default"": ""quality"", ""default_provenance"": {}, ""description"": ""FusionCode parameter `cleanup_mode` for algo.fusion.road.conflation.v7."", ""key"": ""cleanup_mode"", ""label"": ""Cleanup Mode"", ""max_value"": null, ""min_value"": null, ""optimization_tags"": [""cleanup""], ""order"": 150, ""param_type"": ""string"", ""required"": false, ""spec_id"": ""ps.algo.fusion.road.conflation.v7.cleanup_mode"", ""tunable"": true, ""unit"": null}"
ps.algo.fusion.road.conflation.v7.crossing_coverage_threshold,parameter_spec,参数规范,Crossing Coverage Threshold,FusionCode parameter `crossing_coverage_threshold` for algo.fusion.road.conflation.v7. 默认值为 0.82，类型为 float；最小值 0.0，最大值 1.0。,data_algorithm_task_capability,validation_policy,"{""algo_id"": ""algo.fusion.road.conflation.v7"", ""choices"": null, ""conditional_defaults"": [], ""default"": 0.82, ""default_provenance"": {}, ""description"": ""FusionCode parameter `crossing_coverage_threshold` for algo.fusion.road.conflation.v7."", ""key"": ""crossing_coverage_threshold"", ""label"": ""Crossing Coverage Threshold"", ""max_value"": 1.0, ""min_value"": 0.0, ""optimization_tags"": [""pruning""], ""order"": 140, ""param_type"": ""float"", ""required"": false, ""spec_id"": ""ps.algo.fusion.road.conflation.v7.crossing_coverage_threshold"", ""tunable"": true, ""unit"": ""ratio""}"
ps.algo.fusion.road.conflation.v7.duplicate_buffer_dist,parameter_spec,参数规范,Duplicate Buffer Dist,FusionCode parameter `duplicate_buffer_dist` for algo.fusion.road.conflation.v7. 默认值为 10.0，类型为 float；最小值 0.0。,data_algorithm_task_capability,validation_policy,"{""algo_id"": ""algo.fusion.road.conflation.v7"", ""choices"": null, ""conditional_defaults"": [], ""default"": 10.0, ""default_provenance"": {}, ""description"": ""FusionCode parameter `duplicate_buffer_dist` for algo.fusion.road.conflation.v7."", ""key"": ""duplicate_buffer_dist"", ""label"": ""Duplicate Buffer Dist"", ""max_value"": null, ""min_value"": 0.0, ""optimization_tags"": [""dedupe""], ""order"": 110, ""param_type"": ""float"", ""required"": false, ""spec_id"": ""ps.algo.fusion.road.conflation.v7.duplicate_buffer_dist"", ""tunable"": true, ""unit"": ""meter""}"
ps.algo.fusion.road.conflation.v7.duplicate_coverage_threshold,parameter_spec,参数规范,Duplicate Coverage Threshold,FusionCode parameter `duplicate_coverage_threshold` for algo.fusion.road.conflation.v7. 默认值为 0.92，类型为 float；最小值 0.0，最大值 1.0。,data_algorithm_task_capability,validation_policy,"{""algo_id"": ""algo.fusion.road.conflation.v7"", ""choices"": null, ""conditional_defaults"": [], ""default"": 0.92, ""default_provenance"": {}, ""description"": ""FusionCode parameter `duplicate_coverage_threshold` for algo.fusion.road.conflation.v7."", ""key"": ""duplicate_coverage_threshold"", ""label"": ""Duplicate Coverage Threshold"", ""max_value"": 1.0, ""min_value"": 0.0, ""optimization_tags"": [""dedupe""], ""order"": 120, ""param_type"": ""float"", ""required"": false, ""spec_id"": ""ps.algo.fusion.road.conflation.v7.duplicate_coverage_threshold"", ""tunable"": true, ""unit"": ""ratio""}"
ps.algo.fusion.road.conflation.v7.loose_angle_threshold,parameter_spec,参数规范,Loose Angle Threshold,FusionCode parameter `loose_angle_threshold` for algo.fusion.road.conflation.v7. 默认值为 45.0，类型为 float；最小值 0.0，最大值 180.0。,data_algorithm_task_capability,validation_policy,"{""algo_id"": ""algo.fusion.road.conflation.v7"", ""choices"": null, ""conditional_defaults"": [], ""default"": 45.0, ""default_provenance"": {}, ""description"": ""FusionCode parameter `loose_angle_threshold` for algo.fusion.road.conflation.v7."", ""key"": ""loose_angle_threshold"", ""label"": ""Loose Angle Threshold"", ""max_value"": 180.0, ""min_value"": 0.0, ""optimization_tags"": [""matching""], ""order"": 60, ""param_type"": ""float"", ""required"": false, ""spec_id"": ""ps.algo.fusion.road.conflation.v7.loose_angle_threshold"", ""tunable"": true, ""unit"": ""degree""}"
ps.algo.fusion.road.conflation.v7.match_buffer_dist,parameter_spec,参数规范,Match Buffer Dist,FusionCode parameter `match_buffer_dist` for algo.fusion.road.conflation.v7. 默认值为 20.0，类型为 float；最小值 0.0。,data_algorithm_task_capability,validation_policy,"{""algo_id"": ""algo.fusion.road.conflation.v7"", ""choices"": null, ""conditional_defaults"": [], ""default"": 20.0, ""default_provenance"": {}, ""description"": ""FusionCode parameter `match_buffer_dist` for algo.fusion.road.conflation.v7."", ""key"": ""match_buffer_dist"", ""label"": ""Match Buffer Dist"", ""max_value"": null, ""min_value"": 0.0, ""optimization_tags"": [""matching""], ""order"": 40, ""param_type"": ""float"", ""required"": false, ""spec_id"": ""ps.algo.fusion.road.conflation.v7.match_buffer_dist"", ""tunable"": true, ""unit"": ""meter""}"
ps.algo.fusion.road.conflation.v7.max_hausdorff,parameter_spec,参数规范,Max Hausdorff,FusionCode parameter `max_hausdorff` for algo.fusion.road.conflation.v7. 默认值为 15.0，类型为 float；最小值 0.0。,data_algorithm_task_capability,validation_policy,"{""algo_id"": ""algo.fusion.road.conflation.v7"", ""choices"": null, ""conditional_defaults"": [], ""default"": 15.0, ""default_provenance"": {}, ""description"": ""FusionCode parameter `max_hausdorff` for algo.fusion.road.conflation.v7."", ""key"": ""max_hausdorff"", ""label"": ""Max Hausdorff"", ""max_value"": null, ""min_value"": 0.0, ""optimization_tags"": [""matching""], ""order"": 50, ""param_type"": ""float"", ""required"": false, ""spec_id"": ""ps.algo.fusion.road.conflation.v7.max_hausdorff"", ""tunable"": true, ""unit"": ""meter""}"
ps.algo.fusion.road.conflation.v7.max_segment_length,parameter_spec,参数规范,Max Segment Length,FusionCode parameter `max_segment_length` for algo.fusion.road.conflation.v7. 默认值为 800.0，类型为 float；最小值 0.0。,data_algorithm_task_capability,validation_policy,"{""algo_id"": ""algo.fusion.road.conflation.v7"", ""choices"": null, ""conditional_defaults"": [], ""default"": 800.0, ""default_provenance"": {}, ""description"": ""FusionCode parameter `max_segment_length` for algo.fusion.road.conflation.v7."", ""key"": ""max_segment_length"", ""label"": ""Max Segment Length"", ""max_value"": null, ""min_value"": 0.0, ""optimization_tags"": [""segmentation""], ""order"": 30, ""param_type"": ""float"", ""required"": false, ""spec_id"": ""ps.algo.fusion.road.conflation.v7.max_segment_length"", ""tunable"": true, ""unit"": ""meter""}"
ps.algo.fusion.road.conflation.v7.min_len_similarity,parameter_spec,参数规范,Min Len Similarity,FusionCode parameter `min_len_similarity` for algo.fusion.road.conflation.v7. 默认值为 0.05，类型为 float；最小值 0.0，最大值 1.0。,data_algorithm_task_capability,validation_policy,"{""algo_id"": ""algo.fusion.road.conflation.v7"", ""choices"": null, ""conditional_defaults"": [], ""default"": 0.05, ""default_provenance"": {}, ""description"": ""FusionCode parameter `min_len_similarity` for algo.fusion.road.conflation.v7."", ""key"": ""min_len_similarity"", ""label"": ""Min Len Similarity"", ""max_value"": 1.0, ""min_value"": 0.0, ""optimization_tags"": [""matching""], ""order"": 70, ""param_type"": ""float"", ""required"": false, ""spec_id"": ""ps.algo.fusion.road.conflation.v7.min_len_similarity"", ""tunable"": true, ""unit"": ""ratio""}"
ps.algo.fusion.road.conflation.v7.min_residual_length,parameter_spec,参数规范,Min Residual Length,FusionCode parameter `min_residual_length` for algo.fusion.road.conflation.v7. 默认值为 10.0，类型为 float；最小值 0.0。,data_algorithm_task_capability,validation_policy,"{""algo_id"": ""algo.fusion.road.conflation.v7"", ""choices"": null, ""conditional_defaults"": [], ""default"": 10.0, ""default_provenance"": {}, ""description"": ""FusionCode parameter `min_residual_length` for algo.fusion.road.conflation.v7."", ""key"": ""min_residual_length"", ""label"": ""Min Residual Length"", ""max_value"": null, ""min_value"": 0.0, ""optimization_tags"": [""residual""], ""order"": 100, ""param_type"": ""float"", ""required"": false, ""spec_id"": ""ps.algo.fusion.road.conflation.v7.min_residual_length"", ""tunable"": true, ""unit"": ""meter""}"
ps.algo.fusion.road.conflation.v7.min_supplement_coverage_for_matched,parameter_spec,参数规范,Min Supplement Coverage For Matched,FusionCode parameter `min_supplement_coverage_for_matched` for algo.fusion.road.conflation.v7. 默认值为 0.8，类型为 float；最小值 0.0，最大值 1.0。,data_algorithm_task_capability,validation_policy,"{""algo_id"": ""algo.fusion.road.conflation.v7"", ""choices"": null, ""conditional_defaults"": [], ""default"": 0.8, ""default_provenance"": {}, ""description"": ""FusionCode parameter `min_supplement_coverage_for_matched` for algo.fusion.road.conflation.v7."", ""key"": ""min_supplement_coverage_for_matched"", ""label"": ""Min Supplement Coverage For Matched"", ""max_value"": 1.0, ""min_value"": 0.0, ""optimization_tags"": [""matching""], ""order"": 80, ""param_type"": ""float"", ""required"": false, ""spec_id"": ""ps.algo.fusion.road.conflation.v7.min_supplement_coverage_for_matched"", ""tunable"": true, ""unit"": ""ratio""}"
ps.algo.fusion.road.conflation.v7.near_base_return_coverage_threshold,parameter_spec,参数规范,Near Base Return Coverage Threshold,FusionCode parameter `near_base_return_coverage_threshold` for algo.fusion.road.conflation.v7. 默认值为 0.85，类型为 float；最小值 0.0，最大值 1.0。,data_algorithm_task_capability,validation_policy,"{""algo_id"": ""algo.fusion.road.conflation.v7"", ""choices"": null, ""conditional_defaults"": [], ""default"": 0.85, ""default_provenance"": {}, ""description"": ""FusionCode parameter `near_base_return_coverage_threshold` for algo.fusion.road.conflation.v7."", ""key"": ""near_base_return_coverage_threshold"", ""label"": ""Near Base Return Coverage Threshold"", ""max_value"": 1.0, ""min_value"": 0.0, ""optimization_tags"": [""pruning""], ""order"": 130, ""param_type"": ""float"", ""required"": false, ""spec_id"": ""ps.algo.fusion.road.conflation.v7.near_base_return_coverage_threshold"", ""tunable"": true, ""unit"": ""ratio""}"
ps.algo.fusion.road.conflation.v7.output_crs,parameter_spec,参数规范,Output Crs,FusionCode parameter `output_crs` for algo.fusion.road.conflation.v7. 默认值为 None，类型为 string。,data_algorithm_task_capability,validation_policy,"{""algo_id"": ""algo.fusion.road.conflation.v7"", ""choices"": null, ""conditional_defaults"": [], ""default"": null, ""default_provenance"": {}, ""description"": ""FusionCode parameter `output_crs` for algo.fusion.road.conflation.v7."", ""key"": ""output_crs"", ""label"": ""Output Crs"", ""max_value"": null, ""min_value"": null, ""optimization_tags"": [""crs""], ""order"": 160, ""param_type"": ""string"", ""required"": false, ""spec_id"": ""ps.algo.fusion.road.conflation.v7.output_crs"", ""tunable"": true, ""unit"": null}"
ps.algo.fusion.road.conflation.v7.preserve_matched_supplement_residuals,parameter_spec,参数规范,Preserve Matched Supplement Residuals,FusionCode parameter `preserve_matched_supplement_residuals` for algo.fusion.road.conflation.v7. 默认值为 True，类型为 bool。,data_algorithm_task_capability,validation_policy,"{""algo_id"": ""algo.fusion.road.conflation.v7"", ""choices"": null, ""conditional_defaults"": [], ""default"": true, ""default_provenance"": {}, ""description"": ""FusionCode parameter `preserve_matched_supplement_residuals` for algo.fusion.road.conflation.v7."", ""key"": ""preserve_matched_supplement_residuals"", ""label"": ""Preserve Matched Supplement Residuals"", ""max_value"": null, ""min_value"": null, ""optimization_tags"": [""residual""], ""order"": 90, ""param_type"": ""bool"", ""required"": false, ""spec_id"": ""ps.algo.fusion.road.conflation.v7.preserve_matched_supplement_residuals"", ""tunable"": true, ""unit"": null}"
ps.algo.fusion.road.conflation.v7.profile,parameter_spec,参数规范,Profile,FusionCode parameter `profile` for algo.fusion.road.conflation.v7. 默认值为 'balanced'，类型为 string。,data_algorithm_task_capability,validation_policy,"{""algo_id"": ""algo.fusion.road.conflation.v7"", ""choices"": null, ""conditional_defaults"": [], ""default"": ""balanced"", ""default_provenance"": {}, ""description"": ""FusionCode parameter `profile` for algo.fusion.road.conflation.v7."", ""key"": ""profile"", ""label"": ""Profile"", ""max_value"": null, ""min_value"": null, ""optimization_tags"": [""profile""], ""order"": 5, ""param_type"": ""string"", ""required"": false, ""spec_id"": ""ps.algo.fusion.road.conflation.v7.profile"", ""tunable"": true, ""unit"": null}"
ps.algo.fusion.road.conflation.v7.target_crs,parameter_spec,参数规范,Target Crs,FusionCode parameter `target_crs` for algo.fusion.road.conflation.v7. 默认值为 'EPSG:32643'，类型为 string。,data_algorithm_task_capability,validation_policy,"{""algo_id"": ""algo.fusion.road.conflation.v7"", ""choices"": null, ""conditional_defaults"": [], ""default"": ""EPSG:32643"", ""default_provenance"": {}, ""description"": ""FusionCode parameter `target_crs` for algo.fusion.road.conflation.v7."", ""key"": ""target_crs"", ""label"": ""Target Crs"", ""max_value"": null, ""min_value"": null, ""optimization_tags"": [""crs""], ""order"": 10, ""param_type"": ""string"", ""required"": false, ""spec_id"": ""ps.algo.fusion.road.conflation.v7.target_crs"", ""tunable"": true, ""unit"": null}"
ps.algo.fusion.road.safe.angle_threshold_deg,parameter_spec,参数规范,Split Angle Threshold,Conservative split angle threshold for safe mode. 默认值为 120，类型为 int；最小值 0.0，最大值 180.0。,data_algorithm_task_capability,validation_policy,"{""algo_id"": ""algo.fusion.road.safe"", ""choices"": null, ""conditional_defaults"": [], ""default"": 120, ""default_provenance"": {}, ""description"": ""Conservative split angle threshold for safe mode."", ""key"": ""angle_threshold_deg"", ""label"": ""Split Angle Threshold"", ""max_value"": 180.0, ""min_value"": 0.0, ""optimization_tags"": [""stability"", ""segmentation""], ""order"": 10, ""param_type"": ""int"", ""required"": false, ""spec_id"": ""ps.algo.fusion.road.safe.angle_threshold_deg"", ""tunable"": true, ""unit"": ""deg""}"
ps.algo.fusion.road.safe.dedupe_buffer_m,parameter_spec,参数规范,Dedupe Buffer Distance,Conservative dedupe buffer for safe mode. 默认值为 12.0，类型为 float；最小值 0.0，最大值 100.0。,data_algorithm_task_capability,validation_policy,"{""algo_id"": ""algo.fusion.road.safe"", ""choices"": null, ""conditional_defaults"": [], ""default"": 12.0, ""default_provenance"": {}, ""description"": ""Conservative dedupe buffer for safe mode."", ""key"": ""dedupe_buffer_m"", ""label"": ""Dedupe Buffer Distance"", ""max_value"": 100.0, ""min_value"": 0.0, ""optimization_tags"": [""stability"", ""deduplication""], ""order"": 50, ""param_type"": ""float"", ""required"": false, ""spec_id"": ""ps.algo.fusion.road.safe.dedupe_buffer_m"", ""tunable"": true, ""unit"": ""m""}"
ps.algo.fusion.road.safe.match_buffer_m,parameter_spec,参数规范,Match Buffer Distance,Conservative match buffer for safe mode. 默认值为 15.0，类型为 float；最小值 0.0，最大值 100.0。,data_algorithm_task_capability,validation_policy,"{""algo_id"": ""algo.fusion.road.safe"", ""choices"": null, ""conditional_defaults"": [], ""default"": 15.0, ""default_provenance"": {}, ""description"": ""Conservative match buffer for safe mode."", ""key"": ""match_buffer_m"", ""label"": ""Match Buffer Distance"", ""max_value"": 100.0, ""min_value"": 0.0, ""optimization_tags"": [""precision"", ""matching""], ""order"": 30, ""param_type"": ""float"", ""required"": false, ""spec_id"": ""ps.algo.fusion.road.safe.match_buffer_m"", ""tunable"": true, ""unit"": ""m""}"
ps.algo.fusion.road.safe.max_hausdorff_m,parameter_spec,参数规范,Max Hausdorff Distance,Conservative Hausdorff threshold for safe mode. 默认值为 10.0，类型为 float；最小值 0.0，最大值 100.0。,data_algorithm_task_capability,validation_policy,"{""algo_id"": ""algo.fusion.road.safe"", ""choices"": null, ""conditional_defaults"": [], ""default"": 10.0, ""default_provenance"": {}, ""description"": ""Conservative Hausdorff threshold for safe mode."", ""key"": ""max_hausdorff_m"", ""label"": ""Max Hausdorff Distance"", ""max_value"": 100.0, ""min_value"": 0.0, ""optimization_tags"": [""precision"", ""stability"", ""matching""], ""order"": 40, ""param_type"": ""float"", ""required"": false, ""spec_id"": ""ps.algo.fusion.road.safe.max_hausdorff_m"", ""tunable"": true, ""unit"": ""m""}"
ps.algo.fusion.road.safe.snap_tolerance_m,parameter_spec,参数规范,Snap Tolerance,Conservative endpoint snap tolerance for safe mode. 默认值为 0.75，类型为 float；最小值 0.0，最大值 10.0。,data_algorithm_task_capability,validation_policy,"{""algo_id"": ""algo.fusion.road.safe"", ""choices"": null, ""conditional_defaults"": [], ""default"": 0.75, ""default_provenance"": {}, ""description"": ""Conservative endpoint snap tolerance for safe mode."", ""key"": ""snap_tolerance_m"", ""label"": ""Snap Tolerance"", ""max_value"": 10.0, ""min_value"": 0.0, ""optimization_tags"": [""stability"", ""topology""], ""order"": 20, ""param_type"": ""float"", ""required"": false, ""spec_id"": ""ps.algo.fusion.road.safe.snap_tolerance_m"", ""tunable"": true, ""unit"": ""m""}"
ps.algo.fusion.road.v1.angle_threshold_deg,parameter_spec,参数规范,Split Angle Threshold,Split lines at sharp turns: angles below this threshold trigger a split. 默认值为 135，类型为 int；最小值 0.0，最大值 180.0。,data_algorithm_task_capability,validation_policy,"{""algo_id"": ""algo.fusion.road.v1"", ""choices"": null, ""conditional_defaults"": [], ""default"": 135, ""default_provenance"": {}, ""description"": ""Split lines at sharp turns: angles below this threshold trigger a split."", ""key"": ""angle_threshold_deg"", ""label"": ""Split Angle Threshold"", ""max_value"": 180.0, ""min_value"": 0.0, ""optimization_tags"": [""stability"", ""segmentation""], ""order"": 10, ""param_type"": ""int"", ""required"": false, ""spec_id"": ""ps.algo.fusion.road.v1.angle_threshold_deg"", ""tunable"": true, ""unit"": ""deg""}"
ps.algo.fusion.road.v1.dedupe_buffer_m,parameter_spec,参数规范,Dedupe Buffer Distance,Buffer distance used during post-fusion deduplication. 默认值为 15.0，类型为 float；最小值 0.0，最大值 100.0。,data_algorithm_task_capability,validation_policy,"{""algo_id"": ""algo.fusion.road.v1"", ""choices"": null, ""conditional_defaults"": [], ""default"": 15.0, ""default_provenance"": {}, ""description"": ""Buffer distance used during post-fusion deduplication."", ""key"": ""dedupe_buffer_m"", ""label"": ""Dedupe Buffer Distance"", ""max_value"": 100.0, ""min_value"": 0.0, ""optimization_tags"": [""stability"", ""deduplication""], ""order"": 50, ""param_type"": ""float"", ""required"": false, ""spec_id"": ""ps.algo.fusion.road.v1.dedupe_buffer_m"", ""tunable"": true, ""unit"": ""m""}"
ps.algo.fusion.road.v1.match_buffer_m,parameter_spec,参数规范,Match Buffer Distance,Buffer radius for candidate matching between OSM and reference lines. 默认值为 20.0，类型为 float；最小值 0.0，最大值 100.0。,data_algorithm_task_capability,validation_policy,"{""algo_id"": ""algo.fusion.road.v1"", ""choices"": null, ""conditional_defaults"": [], ""default"": 20.0, ""default_provenance"": {}, ""description"": ""Buffer radius for candidate matching between OSM and reference lines."", ""key"": ""match_buffer_m"", ""label"": ""Match Buffer Distance"", ""max_value"": 100.0, ""min_value"": 0.0, ""optimization_tags"": [""recall"", ""matching""], ""order"": 30, ""param_type"": ""float"", ""required"": false, ""spec_id"": ""ps.algo.fusion.road.v1.match_buffer_m"", ""tunable"": true, ""unit"": ""m""}"
ps.algo.fusion.road.v1.max_hausdorff_m,parameter_spec,参数规范,Max Hausdorff Distance,Maximum Hausdorff distance allowed to consider two lines as a match. 默认值为 15.0，类型为 float；最小值 0.0，最大值 100.0。,data_algorithm_task_capability,validation_policy,"{""algo_id"": ""algo.fusion.road.v1"", ""choices"": null, ""conditional_defaults"": [], ""default"": 15.0, ""default_provenance"": {}, ""description"": ""Maximum Hausdorff distance allowed to consider two lines as a match."", ""key"": ""max_hausdorff_m"", ""label"": ""Max Hausdorff Distance"", ""max_value"": 100.0, ""min_value"": 0.0, ""optimization_tags"": [""precision"", ""stability"", ""matching""], ""order"": 40, ""param_type"": ""float"", ""required"": false, ""spec_id"": ""ps.algo.fusion.road.v1.max_hausdorff_m"", ""tunable"": true, ""unit"": ""m""}"
ps.algo.fusion.road.v1.snap_tolerance_m,parameter_spec,参数规范,Snap Tolerance,Endpoint snap tolerance used when normalizing line endpoints. 默认值为 1.0，类型为 float；最小值 0.0，最大值 10.0。,data_algorithm_task_capability,validation_policy,"{""algo_id"": ""algo.fusion.road.v1"", ""choices"": null, ""conditional_defaults"": [], ""default"": 1.0, ""default_provenance"": {}, ""description"": ""Endpoint snap tolerance used when normalizing line endpoints."", ""key"": ""snap_tolerance_m"", ""label"": ""Snap Tolerance"", ""max_value"": 10.0, ""min_value"": 0.0, ""optimization_tags"": [""stability"", ""topology""], ""order"": 20, ""param_type"": ""float"", ""required"": false, ""spec_id"": ""ps.algo.fusion.road.v1.snap_tolerance_m"", ""tunable"": true, ""unit"": ""m""}"
ps.algo.fusion.water_polygon.priority_merge.v2.overlap_threshold,parameter_spec,参数规范,Overlap Threshold,FusionCode parameter `overlap_threshold` for algo.fusion.water_polygon.priority_merge.v2. 默认值为 0.1，类型为 float；最小值 0.0，最大值 1.0。,data_algorithm_task_capability,validation_policy,"{""algo_id"": ""algo.fusion.water_polygon.priority_merge.v2"", ""choices"": null, ""conditional_defaults"": [], ""default"": 0.1, ""default_provenance"": {}, ""description"": ""FusionCode parameter `overlap_threshold` for algo.fusion.water_polygon.priority_merge.v2."", ""key"": ""overlap_threshold"", ""label"": ""Overlap Threshold"", ""max_value"": 1.0, ""min_value"": 0.0, ""optimization_tags"": [""polygon""], ""order"": 10, ""param_type"": ""float"", ""required"": false, ""spec_id"": ""ps.algo.fusion.water_polygon.priority_merge.v2.overlap_threshold"", ""tunable"": true, ""unit"": ""ratio""}"
ps.algo.fusion.waterways.conflation.v7.angle_threshold,parameter_spec,参数规范,Angle Threshold,FusionCode parameter `angle_threshold` for algo.fusion.waterways.conflation.v7. 默认值为 135，类型为 int；最小值 0.0，最大值 180.0。,data_algorithm_task_capability,validation_policy,"{""algo_id"": ""algo.fusion.waterways.conflation.v7"", ""choices"": null, ""conditional_defaults"": [], ""default"": 135, ""default_provenance"": {}, ""description"": ""FusionCode parameter `angle_threshold` for algo.fusion.waterways.conflation.v7."", ""key"": ""angle_threshold"", ""label"": ""Angle Threshold"", ""max_value"": 180.0, ""min_value"": 0.0, ""optimization_tags"": [""line""], ""order"": 20, ""param_type"": ""int"", ""required"": false, ""spec_id"": ""ps.algo.fusion.waterways.conflation.v7.angle_threshold"", ""tunable"": true, ""unit"": ""degree""}"
ps.algo.fusion.waterways.conflation.v7.cleanup_mode,parameter_spec,参数规范,Cleanup Mode,FusionCode parameter `cleanup_mode` for algo.fusion.waterways.conflation.v7. 默认值为 'fast'，类型为 string。,data_algorithm_task_capability,validation_policy,"{""algo_id"": ""algo.fusion.waterways.conflation.v7"", ""choices"": null, ""conditional_defaults"": [], ""default"": ""fast"", ""default_provenance"": {}, ""description"": ""FusionCode parameter `cleanup_mode` for algo.fusion.waterways.conflation.v7."", ""key"": ""cleanup_mode"", ""label"": ""Cleanup Mode"", ""max_value"": null, ""min_value"": null, ""optimization_tags"": [""cleanup""], ""order"": 130, ""param_type"": ""string"", ""required"": false, ""spec_id"": ""ps.algo.fusion.waterways.conflation.v7.cleanup_mode"", ""tunable"": true, ""unit"": null}"
ps.algo.fusion.waterways.conflation.v7.crossing_corridor_dist,parameter_spec,参数规范,Crossing Corridor Dist,FusionCode parameter `crossing_corridor_dist` for algo.fusion.waterways.conflation.v7. 默认值为 15.0，类型为 float；最小值 0.0。,data_algorithm_task_capability,validation_policy,"{""algo_id"": ""algo.fusion.waterways.conflation.v7"", ""choices"": null, ""conditional_defaults"": [], ""default"": 15.0, ""default_provenance"": {}, ""description"": ""FusionCode parameter `crossing_corridor_dist` for algo.fusion.waterways.conflation.v7."", ""key"": ""crossing_corridor_dist"", ""label"": ""Crossing Corridor Dist"", ""max_value"": null, ""min_value"": 0.0, ""optimization_tags"": [""pruning""], ""order"": 120, ""param_type"": ""float"", ""required"": false, ""spec_id"": ""ps.algo.fusion.waterways.conflation.v7.crossing_corridor_dist"", ""tunable"": true, ""unit"": ""meter""}"
ps.algo.fusion.waterways.conflation.v7.duplicate_buffer_dist,parameter_spec,参数规范,Duplicate Buffer Dist,FusionCode parameter `duplicate_buffer_dist` for algo.fusion.waterways.conflation.v7. 默认值为 12.0，类型为 float；最小值 0.0。,data_algorithm_task_capability,validation_policy,"{""algo_id"": ""algo.fusion.waterways.conflation.v7"", ""choices"": null, ""conditional_defaults"": [], ""default"": 12.0, ""default_provenance"": {}, ""description"": ""FusionCode parameter `duplicate_buffer_dist` for algo.fusion.waterways.conflation.v7."", ""key"": ""duplicate_buffer_dist"", ""label"": ""Duplicate Buffer Dist"", ""max_value"": null, ""min_value"": 0.0, ""optimization_tags"": [""dedupe""], ""order"": 100, ""param_type"": ""float"", ""required"": false, ""spec_id"": ""ps.algo.fusion.waterways.conflation.v7.duplicate_buffer_dist"", ""tunable"": true, ""unit"": ""meter""}"
